Id,Name,Price
8fdb9ae4-3a8c-45cc-ad9d-e83928c8373a,Product 1,455.742896079354
80b385a6-572f-4a15-95d8-d74f79d7d11b,Product 2,85.256674985859
5e74fa0b-a36a-485a-8f31-50e8cf1bb4de,Product 3,434.2858427643
f6fb3135-8ee4-4dce-ab72-6862ba2fa36a,Product 4,290.206242028061
82c4522b-732d-4020-9081-e8f44b78159e,Product 5,284.01315108007
306c4819-806d-4534-ac59-844dc053b9f6,Product 6,311.675179070503
e7099175-233e-49a2-aea6-d58afd2d52a3,Product 7,419.942465997528
c2f0cc27-1aae-49d4-9a85-551ba1c5709f,Product 8,467.053657021034
cd94df44-3d8e-4314-a409-96b023734a8f,Product 9,142.272287719297
de614d75-00eb-43d8-bab5-3a648c77f6a5,Product 10,115.101403461823
6c863f0e-ae87-4b94-aecb-801286050487,Product 11,410.919281433504
f1f8117a-bc19-42c6-bb0e-a1df1abcf10f,Product 12,94.6716696869968
6bc2601f-47f6-4aeb-b01a-944e9d507cb7,Product 13,156.523960275242
306fea7e-a466-4fcd-a595-479028781790,Product 14,393.895214878593
f85d891a-89fc-4850-ad10-3fd514c44c21,Product 15,86.0119608979191
f5a4dd1a-2330-414d-8ab2-c35dcaed5f48,Product 16,68.253387227959
8860a7f9-d3fd-4724-8371-51fa01c8678d,Product 17,181.889412103938
b63d0247-a7b9-445a-b4f1-6a36d50d2a58,Product 18,411.110420943129
65b5afac-299e-4874-b524-297ec9052bba,Product 19,321.147647559234
2d236000-2108-4a92-9e90-26f20894f1e9,Product 20,184.797828234963
a14c112a-3317-459f-8910-dcfeeeb94e3a,Product 21,349.652239676387
58ed9318-585e-4037-a7a3-66b2f3c7ba1f,Product 22,78.7169208412193
229453c2-a08e-4851-ab86-b513bb43ffef,Product 23,195.455189743416
83f92c18-fab0-4169-9bd1-3dfade11ba4a,Product 24,109.099510553914
0ac8ee2e-4f16-4c56-afd0-bc3d0ceaa696,Product 25,125.626926059065
d4752845-92b1-4054-873a-18d7f4b37ad7,Product 26,423.972431624057
40446019-1307-4927-8fb5-bd35852e07cd,Product 27,342.251324970157
e51e6eeb-2dae-417d-bb2a-2b3c19b5916b,Product 28,88.293742803274
a77ee2bd-a505-4db8-88d5-14141971a111,Product 29,36.6204960949935
57b8014e-a279-4701-8cb1-6484eef40226,Product 30,12.233952804932
2779ee47-10b0-4bd7-8342-404006aa1392,Product 31,500.0
